Character,Sentence,Negative,Neutral,Positive,Compound,EXT_Pos,EXT_Neg,NEU_Pos,NEU_Neg,AGR_Pos,AGR_Neg,CON_Pos,CON_Neg,OPN_Pos,OPN_Neg
hermione, what did you do to your glasses? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
hermione, oculus reparo. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione," okay, bye. ",0.0,0.345,0.655,0.2263,0,0,1,0,1,0,1,0,1,0
hermione," come on, everyone's been so worried. ",0.364,0.636,0.0,-0.4341,0,1,0,1,0,1,0,1,0,1
hermione, fear of a name only increases fear of the thing itself. ,0.416,0.584,0.0,-0.7506,0,1,0,0,0,1,0,0,0,1
hermione," mandrake, or mandragora is used to return those who have been petrified to their original state. ",0.177,0.707,0.116,-0.296,0,1,0,1,0,0,0,1,0,1
hermione, it's also quite dangerous.  ,0.531,0.469,0.0,-0.5256,0,1,0,1,0,1,0,1,0,1
hermione, the mandrake's cry is fatal to anyone who hears it. ,0.452,0.548,0.0,-0.765,0,1,0,1,0,0,0,0,0,1
hermione, get off me! ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, immobulus! ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, at least no one on the gryffindor team had to buy their way in. ,0.145,0.855,0.0,-0.296,0,1,0,1,0,1,0,1,0,1
hermione, they got in on pure talent. ,0.0,0.641,0.359,0.4215,1,0,1,0,0,0,0,0,1,0
hermione," you okay, ron? ",0.0,0.513,0.487,0.2263,1,0,1,0,1,0,0,0,1,0
hermione, say something. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, he called me a mudblood. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione," it means ""dirty blood. ",0.492,0.508,0.0,-0.4404,0,1,0,1,0,1,0,0,0,1
hermione, mudblood's a foul name for someone who's muggle-born. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0
hermione, someone with non-magic parents. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, someone like me. ,0.0,0.444,0.556,0.3612,1,0,1,0,0,0,0,0,1,0
hermione, it's not a term one usually hears in civilized conversation. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, harry! ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, voice? what voice? ,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0
hermione," harry, wait! not so fast! ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
hermione," the chamber of secrets has been opened. 
enemies of the heir, beware. ",0.225,0.775,0.0,-0.4939,0,1,0,1,0,0,0,0,0,1
hermione," enemies of the heir, beware. ",0.444,0.556,0.0,-0.4939,0,1,0,1,0,0,0,0,0,1
hermione, it's written in blood. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione," that's why ron and i went looking for him, professor. ",0.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,1,0
hermione, we'd just found him when he said... ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
hermione," it's a bit strange, isn't it? ",0.265,0.735,0.0,-0.2023,0,0,0,1,0,0,0,0,0,1
hermione," you hear this voice, a voice only you can hear... ",0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0
hermione, and then mrs. norris turns up petrified. it's just strange. ,0.398,0.602,0.0,-0.6486,0,1,0,0,0,0,0,1,0,1
hermione," no, harry. even in the wizarding world, hearing voices isn't a good sign. ",0.167,0.833,0.0,-0.3412,0,1,0,1,0,0,0,1,0,1
hermione, professor i was wondering if you could tell us about the chamber of secrets. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, muggle-borns. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, professor? what exactly does legend tell us lies within the chamber? ,0.24,0.76,0.0,-0.4871,0,1,0,1,0,1,0,1,0,1
hermione, yes. couldn't you tell?  ,0.0,0.526,0.474,0.4019,1,0,1,0,0,0,0,0,1,0
hermione, mcgonagall's worried.  ,0.688,0.312,0.0,-0.296,0,1,0,1,0,1,0,0,0,1
hermione, all the teachers are. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0
hermione, the heir of slytherin has returned to hogwarts.  ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione," the question is, who is it? ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, if you're talking about malfoy... ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, i heard him. ,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
hermione," but malfoy, the heir of slytherin? ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, even they aren't that thick. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, but there might be another way. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione," mind you, it would be difficult. ",0.333,0.667,0.0,-0.3612,0,1,0,1,0,1,0,0,0,1
hermione, not to mention we'd be breaking about 50 school rules... ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, and it'll be dangerous. ,0.508,0.492,0.0,-0.4767,0,1,0,1,0,1,0,1,0,1
hermione, very dangerous. ,0.772,0.228,0.0,-0.5256,0,1,0,1,0,1,0,1,0,1
hermione, here it is. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, the polyjuice potion. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione," properly brewed, the polyjuice potion allows the drinker to transform himself temporarily into the physical form of another. ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0
hermione, yes  ,0.0,0.0,1.0,0.4019,1,0,1,0,0,0,0,0,1,0
hermione, exactly. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, but it's tricky.  ,0.487,0.513,0.0,-0.2263,0,1,0,1,0,1,0,0,0,1
hermione, i've never seen a more complicated potion. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0
hermione, a month. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, i know. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, but it's the only plan we've got. ,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0
hermione," no! even with a proper wand, it's too risky. ",0.207,0.793,0.0,-0.2714,0,1,0,1,0,0,0,0,0,1
hermione, you could hit harry. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
hermione, let's go. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, finite incantatem! ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, are you okay? ,0.0,0.513,0.487,0.2263,1,0,1,0,1,0,0,0,1,0
hermione," you will be able to, won't you? ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
hermione, again? you mean the chamber of secrets has been opened before? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, maybe. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, we'll have to wait for the polyjuice potion to know for sure. ,0.0,0.827,0.173,0.3182,1,0,1,0,0,0,1,0,1,0
hermione, no. no one ever comes in here. ,0.268,0.732,0.0,-0.296,0,1,0,1,0,0,0,0,0,1
hermione, moaning myrtle. ,0.583,0.417,0.0,-0.1027,0,1,0,1,0,0,0,0,0,1
hermione, moaning myrtle. ,0.583,0.417,0.0,-0.1027,0,1,0,1,0,0,0,0,0,1
hermione, she's a little sensitive. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, do you think he's all right? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, you can talk to snakes. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione," no, they can't. ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione," it's not a very common gift, harry. ",0.0,0.654,0.346,0.4902,1,0,1,0,1,0,1,0,1,0
hermione, this is bad. ,0.636,0.364,0.0,-0.5423,0,1,0,1,0,0,0,0,0,1
hermione," i don't know, but it sounded like you were egging the snake on or something. ",0.0,0.812,0.188,0.5023,0,0,1,0,1,0,1,0,1,0
hermione," harry, listen to me. ",0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
hermione, there's a reason the symbol of slytherin house is a serpent. ,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
hermione, salazar slytherin was a parselmouth. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, he could talk to snakes too. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
hermione, he lived a thousand years ago. ,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0
hermione," for all we know, you could be. ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, everything's set.  ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0
hermione, we just need a bit of who you're changing into. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
hermione, we also need to make sure that the real crabbe and goyle can't burst in on us while we're interrogating malfoy. ,0.0,0.897,0.103,0.3182,1,0,1,0,1,0,1,0,1,0
hermione, i've got it all worked out. ,0.0,1.0,0.0,0.0,0,0,1,0,1,0,1,0,1,0
hermione, i filled these with a simple sleeping draught. ,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0
hermione," simple, but powerful. ",0.0,0.351,0.649,0.5719,0,0,1,0,0,0,1,0,1,0
hermione," now, once they're asleep hide them in the broomstick cupboard and pull out a few of their hairs and put on their uniforms. ",0.072,0.928,0.0,-0.1779,0,0,0,1,0,1,0,0,0,1
hermione, i've already got mine. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, millicent bulstrode. slytherin. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, i got this off her robes. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, i'm going to go check on the polyjuice potion. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, make sure that crabbe and goyle find these. ,0.0,0.753,0.247,0.3182,1,0,0,0,0,0,0,0,1,0
hermione, we'll have exactly one hour before we change back into ourselves. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, add the hairs. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, cheers. ,0.0,0.0,1.0,0.4767,1,0,1,0,1,0,0,0,1,0
hermione, me too. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, i...i don't think i'm going. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, you go on without me. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, just go. you're wasting time. ,0.403,0.597,0.0,-0.4019,0,1,0,1,0,1,0,0,0,1
hermione, go away. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, do you remember me telling you that the polyjuice potion was only for human transformations? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, it was cat hair i plucked off millicent bulstrode's robes. ,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
hermione, look at my face. ,0.0,1.0,0.0,0.0,1,0,0,0,1,0,1,0,1,0
hermione, it can't be hagrid. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, it just can't be. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione," look, hagrid's our friend.  ",0.0,0.484,0.516,0.4939,1,0,1,0,1,0,0,0,1,0
hermione, why don't we just go and ask him about it? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, it had to be a gryffindor. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, nobody else knows our password. ,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
hermione, unless it wasn't a student. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
hermione," thanks, sir nicholas. ",0.0,0.408,0.592,0.4404,1,0,1,0,0,0,0,0,1,0
hermione, it's good to be back. ,0.0,0.58,0.42,0.4404,1,0,1,0,1,0,0,0,1,0
hermione, congratulations. ,0.0,0.0,1.0,0.5994,1,0,1,0,0,0,0,0,1,0
hermione, i can't believe you solved it. ,0.266,0.734,0.0,-0.2057,0,1,0,1,0,1,0,0,0,1
hermione, thanks. ,0.0,0.0,1.0,0.4404,1,0,1,0,0,0,0,0,1,0
hermione," oh, no. ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione," it's a cat, ronald. ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, what do you expect? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0
hermione, it's in his nature. ,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
hermione, that's rich coming from the owner of that smelly old shoe brush. ,0.0,0.753,0.247,0.5574,0,0,1,0,1,0,1,0,1,0
hermione," crookshanks, just ignore the mean little boy. ",0.294,0.706,0.0,-0.3612,0,1,0,1,0,1,0,0,0,1
hermione, harry. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, egyptians used to worship cats. ,0.0,0.645,0.355,0.296,0,0,1,0,1,0,0,0,1,0
hermione," good morning, mr. weasley. ",0.0,0.508,0.492,0.4404,1,0,1,0,1,0,0,0,1,0
hermione," honestly, ron, it's not funny. ",0.286,0.357,0.357,0.1516,0,0,1,0,1,0,1,0,1,0
hermione, harry was lucky not to be expelled. ,0.0,0.524,0.476,0.5484,1,0,1,0,1,0,1,0,1,0
hermione, come on. everywhere else is full ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, professor r.j. lupin. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
hermione," it's on his suitcase, ronald. ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, seems to be. why? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione," but they'll catch black, won't they? ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
hermione," i mean, everyone's looking for him. ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, why are we stopping? ,0.348,0.652,0.0,-0.1531,0,1,0,1,0,0,0,0,0,1
hermione, we can't be there yet. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione," ouch, ron. that was my foot. ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, harry. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione," harry, are you all right? ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione," no one was screaming, harry. ",0.615,0.385,0.0,-0.5859,0,1,0,1,0,1,0,0,0,1
hermione," of course. that's why he knew to give you the chocolate, harry. ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, just forget it. ,0.487,0.513,0.0,-0.2263,0,1,0,1,0,0,0,0,0,1
hermione, that's awful. ,0.75,0.25,0.0,-0.4588,0,1,0,1,0,1,0,0,0,1
hermione, what a load of rubbish. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, me? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, i've been here all this time. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione," oh, honestly, ron. if you ask me, divination's a woolly discipline. ",0.0,0.769,0.231,0.4588,1,0,1,0,1,0,1,0,1,0
hermione," now, ancient runes, that's a fascinating subject. ",0.0,0.632,0.368,0.5423,0,0,1,0,0,0,0,0,1,0
hermione, a fair few. ,0.0,0.465,0.535,0.3182,0,0,1,0,0,0,0,0,1,0
hermione, don't be silly. how could anyone be in two classes at once? ,0.089,0.911,0.0,-0.0191,0,1,0,1,0,0,0,0,0,1
hermione, broaden your minds. use your inner eye to see the future. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, i think they're funny. ,0.0,0.508,0.492,0.4404,1,0,1,0,1,0,1,0,1,0
hermione, just ignore him. ,0.556,0.444,0.0,-0.3612,0,1,0,1,0,1,0,0,0,1
hermione, tah- tah- tah- dah! isn't he beautiful? ,0.364,0.636,0.0,-0.5327,0,1,0,1,0,0,0,0,0,1
hermione, say hello to buckbeak. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0
hermione," that was wicked, harry! ",0.552,0.448,0.0,-0.5707,0,1,0,1,0,0,0,1,0,1
hermione, hagrid! he has to be taken to the hospital. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, i hear draco's father's furious. ,0.481,0.519,0.0,-0.5719,0,0,0,1,0,1,0,0,0,1
hermione, we haven't heard the end of this. ,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0
hermione, dufftown? that's not far from here. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, no one knows. ,0.524,0.476,0.0,-0.296,0,1,0,1,0,0,0,0,0,1
hermione, boggarts are shape-shifters. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, they take the shape of whatever a person fears the most. ,0.219,0.781,0.0,-0.4215,0,0,0,1,0,0,0,0,0,1
hermione, that's what makes them so... ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione," it's not funny, ron. ",0.445,0.555,0.0,-0.3412,0,1,0,1,0,0,0,0,0,1
hermione," sir, we just learned about red caps and hinkypunks. ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0
hermione, we're not meant to start that for weeks. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione," please, sir. ",0.0,0.303,0.697,0.3182,1,0,1,0,0,0,0,0,1,0
hermione, an animagus is a wizard who elects to turn into an animal. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, a werewolf has no choice. ,0.355,0.645,0.0,-0.296,0,1,0,1,0,1,0,0,0,1
hermione, with each full moon he no longer remembers who he is. ,0.18,0.82,0.0,-0.296,0,1,0,1,0,0,0,0,0,1
hermione, he'd kill his best friend. ,0.333,0.142,0.525,0.4019,1,0,1,0,0,0,0,0,1,0
hermione," furthermore, the werewolf only responds to the call of its own kind. ",0.0,0.764,0.236,0.5267,1,0,1,0,1,0,0,0,1,0
hermione," go, harry! go, harry! ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, how are you feeling? ,0.0,0.667,0.333,0.128,1,0,1,0,1,0,0,0,1,0
hermione," no one blames you, harry. ",0.295,0.402,0.303,0.015,1,0,1,0,0,0,1,0,1,0
hermione, dementors aren't supposed to be on the grounds. dumbledore's furious. ,0.291,0.709,0.0,-0.5719,0,1,0,1,0,1,0,1,0,1
hermione," after he saved you, he sent them off. ",0.0,0.714,0.286,0.4215,0,0,1,0,0,0,1,0,1,0
hermione, it's meant to be the most haunted building in britain. did i mention that? ,0.207,0.793,0.0,-0.5256,0,0,0,1,0,0,0,0,0,1
hermione, do you want to move a bit closer? ,0.0,0.843,0.157,0.0772,0,0,1,0,0,0,0,0,1,0
hermione, to the shrieking shack? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, hope you don't mean yourself. ,0.0,0.58,0.42,0.4404,1,0,1,0,0,0,0,0,1,0
hermione, harry! ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, he won't keep it. he'll turn it over to professor mcgonagall. aren't you? ,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
hermione, look who it is. madam rosmerta. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, ron fancies her. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
hermione, harry! ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, so rude. ,0.767,0.233,0.0,-0.5095,0,1,0,1,0,1,0,0,0,1
hermione," ron, look! ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
hermione," sorry. sorry. excuse me, excuse me. ",0.361,0.278,0.361,0.0,1,0,1,0,1,0,0,0,1,0
hermione," harry, what happened? ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, beautiful day. ,0.0,0.204,0.796,0.5994,1,0,1,0,1,0,0,0,1,0
hermione, ronald has lost his rat. ,0.365,0.635,0.0,-0.3182,0,1,0,1,0,0,0,0,0,1
hermione, rubbish. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione," well, maybe you should learn to take better care of your pets! ",0.0,0.515,0.485,0.8172,1,0,1,0,0,0,0,0,1,0
hermione, did not. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, didn't. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione," how did it go, hagrid? the hearing? ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, and then? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, do you mind me trying? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
hermione," the grim, possibly. ",0.649,0.351,0.0,-0.5719,0,1,0,1,0,0,0,0,0,1
hermione, i can't believe they're going to kill buckbeak. it's just too horrible. ,0.451,0.549,0.0,-0.8481,0,1,0,1,0,1,0,0,0,1
hermione," you! you foul, loathsome, evil little cockroach! ",0.454,0.546,0.0,-0.717,0,1,0,1,0,0,0,0,0,1
hermione, that felt good. ,0.0,0.408,0.592,0.4404,1,0,1,0,1,0,0,0,1,0
hermione, we'll stay with you too. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, i think you owe someone an apology. ,0.0,0.833,0.167,0.0516,1,0,1,0,1,0,0,0,1,0
hermione, i meant me! ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, i thought i just saw...never mind. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, ron. ron! ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione," harry, you do realize what tree this is? ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, ron!! ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, ron! ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, duck! ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, harry! ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione," oh, i'm sorry. ",0.394,0.606,0.0,-0.0772,0,1,0,1,0,1,0,0,0,1
hermione, where do you suppose this goes? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione," we're in the shrieking shack, aren't we? ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
hermione, ron. you're okay. ,0.0,0.513,0.487,0.2263,1,0,1,0,1,0,0,0,1,0
hermione," if you want to kill harry, you have to kill us too! ",0.485,0.45,0.065,-0.8858,0,1,0,1,0,0,0,0,0,1
hermione, no! i trusted you! ,0.0,0.449,0.551,0.5696,1,0,1,0,0,0,0,0,1,0
hermione," and all this time, you've been his friend. ",0.0,0.686,0.314,0.4939,1,0,1,0,0,0,0,0,1,0
hermione, he's a werewolf! ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, that's why he's been missing classes. ,0.306,0.694,0.0,-0.296,0,1,0,1,0,1,0,0,0,1
hermione, since professor snape set the essay. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
hermione, you attacked a teacher! ,0.523,0.477,0.0,-0.5093,0,1,0,1,0,1,0,0,0,1
hermione," you go, i'll stay. ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, that looks really painful. ,0.516,0.484,0.0,-0.4927,0,1,0,1,0,0,0,1,0,1
hermione, i'm sure madam pomfrey will fix it in a heartbeat. ,0.0,0.796,0.204,0.3182,1,0,1,0,0,0,0,0,1,0
hermione, harry! ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, harry! ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, wait. wait. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, professor? professor lupin? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
hermione, harry? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, what? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione," listen harry, they've captured sirius. ",0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0
hermione, any minute the dementors are gonna perform the kiss. ,0.0,0.741,0.259,0.4215,0,0,1,0,0,0,1,0,1,0
hermione, no. it's worse. ,0.608,0.392,0.0,-0.4767,0,1,0,1,0,0,0,0,0,1
hermione, much worse. ,0.756,0.244,0.0,-0.4767,0,1,0,1,0,0,0,0,0,1
hermione, they're going to suck out his soul. ,0.326,0.674,0.0,-0.4404,0,1,0,0,0,1,0,0,0,1
hermione," headmaster, you've got to stop them. ",0.306,0.694,0.0,-0.296,0,1,0,1,0,0,0,0,0,1
hermione, they've got the wrong man. ,0.437,0.563,0.0,-0.4767,0,1,0,1,0,0,0,1,0,1
hermione," the point is, we know the truth. ",0.0,0.723,0.277,0.3182,1,0,1,0,0,0,0,0,1,0
hermione, please believe us. ,0.0,0.465,0.535,0.3182,1,0,1,0,1,0,0,0,1,0
hermione," sorry, ron, but seeing as you can't walk... ",0.141,0.859,0.0,-0.0387,0,1,0,1,0,0,0,0,0,1
hermione, 07:30. where were we at 7:30? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione, come on. and we can't be seen. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione," you! you foul, loathsome,evil little cockroach! ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione," this is a time-turner, harry. ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, mcgonagall gave it to me first term. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0
hermione, this is how i've been getting to my lessons all year. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0
hermione, yes. ,0.0,0.0,1.0,0.4019,1,0,1,0,0,0,0,0,1,0
hermione, dumbledore obviously wanted us to return to this moment. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
hermione," clearly, something happened he wants us to change. ",0.0,0.722,0.278,0.4019,1,0,1,0,0,0,1,0,1,0
hermione, thanks. ,0.0,0.0,1.0,0.4404,1,0,1,0,0,0,0,0,1,0
hermione, malfoy's coming. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
hermione, that felt good. ,0.0,0.408,0.592,0.4404,1,0,1,0,1,0,0,0,1,0
hermione, of course. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
